Well,Row,Column,X,Y,Layer1
1,271,111,511043.1316,4588249.262,.00000
2,189,79,507780.3704,4596469.980,.291262
3,141,62,506173.7290,4601319.444,.00000
4,189,79,507780.3804,4596469.990,.562500
5,271,111,511043.1416,4588249.272,.473333
6,223,188,518711.9822,4593045.133,.240000
7,191,67,506603.5797,4596266.698,.782127
8,227,172,517079.2012,4593100.351,.00000
9,92,79,507786.2197,4606169.232,.260870
10,110,115,511061.4459,4604561.252,.140000
11,255,128,512681.4956,4589913.288,.00000
12,140,14,501315.9039,4601331.649,.476469
13,189,65,506190.8384,4596422.715,.445707
14,189,127,512663.8583,4596487.544,.00000
15,65,111,511047.9162,4609387.513,.322034
16,59,62,506104.3304,4609457.678,.257835
17,279,78,507765.5838,4587471.496,.600000
18,157,79,507796.8524,4599696.729,.00000
19,76,14,501320.4953,4607767.377,.242192
20,255,95,509466.0075,4589882.737,.00000
21,287,111,511019.3046,4586644.780,.660639
22,189,65,506190.8484,4596422.725,.191017
23,108,127,512668.8830,4604557.280,.789474E-01
24,76,14,501320.5053,4607767.387,.00000
25,271,111,511043.1616,4588249.292,.475410
26,273,80,507850.1988,4588205.480,.00000
27,319,143,514275.5445,4583456.077,.615385
28,137,76,507795.0880,4601327.986,.300000
29,189,95,509392.9913,4596482.508,.173077
30,255,95,509466.0175,4589882.747,.00000
31,336,111,511058.3080,4581786.032,.00000
32,189,79,507780.4004,4596470.010,.228916
33,205,142,514275.1042,4594848.054,.720000
34,205,142,514275.1142,4594848.064,.00000
35,173,47,504589.0123,4598046.937,.00000
36,159,48,504585.0134,4599662.684,.400000E-01
37,173,47,504589.0223,4598046.947,.122192
38,238,143,514275.2731,4591578.334,.200000E-01
39,189,79,507780.4304,4596470.040,.908163
40,320,111,511038.6084,4583420.267,.720000
41,273,80,507850.2088,4588205.490,1.00000
42,304,111,511034.8222,4585044.022,.00000
43,206,63,506188.1468,4594798.965,.691489
44,303,127,512655.3679,4585067.546,.00000
45,28,141,514208.4110,4612563.293,.459459
46,267,93,509435.1900,4588223.502,.222222
47,273,80,507850.2288,4588205.510,.00000
48,141,158,515908.5877,4601246.085,.00000
49,336,111,511058.3180,4581786.042,.00000
50,123,67,506672.8029,4603144.464,.360000
51,211,155,515661.4734,4594778.333,.00000
52,189,65,506190.8684,4596422.745,.00000
53,222,127,512671.2318,4593205.544,.00000
54,222,111,511060.8941,4593190.521,.00000
55,304,158,515652.1747,4585068.344,.00000
56,222,111,511060.9041,4593190.531,.763285
57,254,82,507864.5193,4589870.222,.00000
58,254,82,507864.5293,4589870.232,1.00000
59,189,65,506190.8984,4596422.775,.821918
60,287,111,511019.3146,4586644.790,.00000
61,189,79,507780.4704,4596470.080,.133333
62,238,143,514275.2831,4591578.344,.270124
63,59,62,506104.3404,4609457.688,.00000
64,189,79,507780.5204,4596470.130,.566667
65,304,158,515652.1847,4585068.354,.00000
66,173,63,506202.9179,4598063.455,.860000
67,187,69,506779.2346,4596695.286,.380000
68,138,49,504573.0380,4601299.407,.00000
69,319,143,514275.5545,4583456.087,.851064E-01
70,238,143,514275.3031,4591578.364,.223394
71,287,111,511019.3346,4586644.810,.283131
72,273,80,507850.2588,4588205.540,.00000
73,222,111,511060.9241,4593190.551,.312500
74,189,65,506190.9384,4596422.815,.769231
75,273,80,507850.2988,4588205.580,.318182
76,271,111,511043.1916,4588249.322,.256410E-01
77,108,30,502908.5254,4604602.913,.175573
78,140,111,511057.6702,4601344.257,.650000
79,211,155,515661.4834,4594778.343,.00000
80,73,30,502904.1818,4608087.727,.380619E-01
